Topic,Indicator Name,Long definition
Attainment,Barro-Lee: Percentage of population age 75+ with secondary schooling. Completed Secondary,Percentage of population age 75+ with secondary schooling. Completed Secondary
Attainment,Barro-Lee: Percentage of female population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary)
Attainment,Barro-Lee: Percentage of female population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary),Percentage of female population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary)
